id,number_of_points,year,month,is_operational,municipality,region,country,latitude,longitude,rejection_reason,fetch_timestamp
484493,,2026,4,True,Ranua,Lapland,Finland,65.924755,26.514505,,2026-06-30 07:14:05.354549+00:00
484492,,2026,4,True,Ranua,Lapland,Finland,65.9247208,26.5166836,,2026-06-30 07:14:05.354549+00:00
484491,,2026,4,True,Tornio,Lapland,Finland,65.857522,24.167341,,2026-06-30 07:14:05.354549+00:00
484490,,2026,4,True,Tornio,Lapland,Finland,65.8497258,24.1516159,,2026-06-30 07:14:05.354549+00:00
484489,,2026,4,True,Tornio,Lapland,Finland,65.8480835,24.1448059,,2026-06-30 07:14:05.354549+00:00
484488,,2026,4,True,Tornio,Lapland,Finland,65.8476028,24.1473999,,2026-06-30 07:14:05.354549+00:00
484487,,2026,4,True,Tornio,Lapland,Finland,65.8443789,24.1853855,,2026-06-30 07:14:05.354549+00:00
484486,,2026,4,True,Tornio,Lapland,Finland,65.844229,24.142978,,2026-06-30 07:14:05.354549+00:00
484485,,2026,4,True,Tornio,Lapland,Finland,65.843808,24.167444,,2026-06-30 07:14:05.354549+00:00
484484,,2026,4,True,Tornio,Lapland,Finland,65.8426819,24.1965351,,2026-06-30 07:14:05.354549+00:00
484483,,2026,4,True,Tornio,Lapland,Finland,65.8425674,24.1463661,,2026-06-30 07:14:05.354549+00:00
484482,,2026,4,True,Tornio,Lapland,Finland,65.8422012,24.2010994,,2026-06-30 07:14:05.354549+00:00
484481,,2026,4,True,Tornio,Lapland,Finland,65.8407,24.178461,,2026-06-30 07:14:05.354549+00:00
484480,,2026,4,True,Keminmaa,Lapland,Finland,65.801818,24.547276,,2026-06-30 07:14:05.354549+00:00
484479,,2026,4,True,Keminmaa,Lapland,Finland,65.800556,24.550838,,2026-06-30 07:14:05.354549+00:00
484478,,2026,4,True,Keminmaa,Lapland,Finland,65.800406,24.494346,,2026-06-30 07:14:05.354549+00:00
484477,,2026,4,True,Keminmaa,Lapland,Finland,65.793471,24.527907,,2026-06-30 07:14:05.354549+00:00
484476,,2026,4,True,Keminmaa,Lapland,Finland,65.778339,24.692523,,2026-06-30 07:14:05.354549+00:00
484475,,2026,4,True,Kemi,Lapland,Finland,65.753733,24.57868,,2026-06-30 07:14:05.354549+00:00
484474,,2026,4,True,Kemi,Lapland,Finland,65.751473,24.555602,,2026-06-30 07:14:05.354549+00:00
484473,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.742629,27.350442,,2026-06-30 07:14:05.354549+00:00
484472,,2026,4,True,Kemi,Lapland,Finland,65.741305,24.578798,,2026-06-30 07:14:05.354549+00:00
484471,,2026,4,True,Kemi,Lapland,Finland,65.739678,24.567071,,2026-06-30 07:14:05.354549+00:00
484470,,2026,4,True,Kemi,Lapland,Finland,65.7390038,24.5623398,,2026-06-30 07:14:05.354549+00:00
484469,,2026,4,True,Kemi,Lapland,Finland,65.738659,24.567765,,2026-06-30 07:14:05.354549+00:00
484468,,2026,4,True,Kemi,Lapland,Finland,65.7376022,24.5629005,,2026-06-30 07:14:05.354549+00:00
484467,,2026,4,True,Kemi,Lapland,Finland,65.7369995,24.559,,2026-06-30 07:14:05.354549+00:00
484466,,2026,4,True,Kemi,Lapland,Finland,65.730657,24.557415,,2026-06-30 07:14:05.354549+00:00
484465,,2026,4,True,Kemi,Lapland,Finland,65.697421,24.677728,,2026-06-30 07:14:05.354549+00:00
484464,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.6278559,27.6551604,,2026-06-30 07:14:05.354549+00:00
484463,,2026,4,True,Ii,North Ostrobothnia,Finland,65.6029205,25.2063866,,2026-06-30 07:14:05.354549+00:00
484462,,2026,4,True,Ii,North Ostrobothnia,Finland,65.600377,25.191597,,2026-06-30 07:14:05.354549+00:00
484461,,2026,4,True,Taivalkoski,North Ostrobothnia,Finland,65.5846024,28.8999004,,2026-06-30 07:14:05.354549+00:00
484460,,2026,4,True,Taivalkoski,North Ostrobothnia,Finland,65.50272,28.562007,,2026-06-30 07:14:05.354549+00:00
484459,,2026,4,True,Taivalkoski,North Ostrobothnia,Finland,65.48716,28.81392,,2026-06-30 07:14:05.354549+00:00
484458,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.398201,27.3145008,,2026-06-30 07:14:05.354549+00:00
484457,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.389697,26.896108,,2026-06-30 07:14:05.354549+00:00
484456,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.374746,27.003118,,2026-06-30 07:14:05.354549+00:00
484455,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.3606567,27.0050194,,2026-06-30 07:14:05.354549+00:00
484453,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.360164,26.98813,,2026-06-30 07:14:05.354549+00:00
484452,,2026,4,True,Pudasjärvi,North Ostrobothnia,Finland,65.357766,26.984932,,2026-06-30 07:14:05.354549+00:00
484451,,2026,4,True,Ii,North Ostrobothnia,Finland,65.341487,25.374904,,2026-06-30 07:14:05.354549+00:00
484450,,2026,4,True,Ii,North Ostrobothnia,Finland,65.322627,25.372936,,2026-06-30 07:14:05.354549+00:00
484449,,2026,4,True,Ii,North Ostrobothnia,Finland,65.322049,25.313991,,2026-06-30 07:14:05.354549+00:00
484448,,2026,4,True,Ii,North Ostrobothnia,Finland,65.322024,25.370286,,2026-06-30 07:14:05.354549+00:00
484447,,2026,4,True,Ii,North Ostrobothnia,Finland,65.320197,25.372995,,2026-06-30 07:14:05.354549+00:00
484445,,2026,4,True,Ii,North Ostrobothnia,Finland,65.319711,25.406002,,2026-06-30 07:14:05.354549+00:00
484444,,2026,4,True,Ii,North Ostrobothnia,Finland,65.319459,25.402826,,2026-06-30 07:14:05.354549+00:00
484443,,2026,4,True,Ii,North Ostrobothnia,Finland,65.319204,25.448086,,2026-06-30 07:14:05.354549+00:00
484442,,2026,4,True,Ii,North Ostrobothnia,Finland,65.3141702,25.3859672,,2026-06-30 07:14:05.354549+00:00
484441,,2026,4,True,Ii,North Ostrobothnia,Finland,65.309131,25.376701,,2026-06-30 07:14:05.354549+00:00
484440,,2026,4,True,Ii,North Ostrobothnia,Finland,65.30321,25.629446,,2026-06-30 07:14:05.354549+00:00
484439,,2026,4,True,Ii,North Ostrobothnia,Finland,65.2895966,25.3752003,,2026-06-30 07:14:05.354549+00:00
484438,,2026,4,True,Ii,North Ostrobothnia,Finland,65.287059,25.370747,,2026-06-30 07:14:05.354549+00:00
484437,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.19964,25.413029,,2026-06-30 07:14:05.354549+00:00
484436,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.175838,25.349429,,2026-06-30 07:14:05.354549+00:00
484435,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.1697068,25.2298021,,2026-06-30 07:14:05.354549+00:00
484434,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.166415,25.344901,,2026-06-30 07:14:05.354549+00:00
484433,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.165759,25.342927,,2026-06-30 07:14:05.354549+00:00
484432,,2026,4,True,Suomussalmi,Kainuu,Finland,65.1313019,29.7966003,,2026-06-30 07:14:05.354549+00:00
484431,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.127469,25.779918,,2026-06-30 07:14:05.354549+00:00
484430,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.126839,25.772992,,2026-06-30 07:14:05.354549+00:00
484429,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.0919521,25.690605,,2026-06-30 07:14:05.354549+00:00
484428,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.0882111,25.4057217,,2026-06-30 07:14:05.354549+00:00
484427,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.081191,25.44749,,2026-06-30 07:14:05.354549+00:00
484426,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.080145,25.452629,,2026-06-30 07:14:05.354549+00:00
484425,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.079925,25.408368,,2026-06-30 07:14:05.354549+00:00
484424,,2026,4,True,Oulu,North Ostrobothnia,Finland,65.0799026,25.4500008,,2026-06-30 07:14:05.354549+00:00
