country,year,month,region,number_of_new_registrations,driving_power,fetch_timestamp
Sweden,2020,3,Södermanland,3,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,4,Södermanland,1,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,5,Södermanland,3,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,6,Södermanland,5,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,7,Södermanland,6,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,8,Södermanland,26,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,9,Södermanland,14,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,10,Södermanland,9,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,11,Södermanland,11,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2020,12,Södermanland,1,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,1,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,2,Södermanland,3,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,3,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,4,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,5,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,6,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,7,Södermanland,8,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,8,Södermanland,11,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,9,Södermanland,6,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,10,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,11,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2021,12,Södermanland,14,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,1,Södermanland,10,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,2,Södermanland,5,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,3,Södermanland,5,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,4,Södermanland,1,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,5,Södermanland,7,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,6,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,7,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,8,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,9,Södermanland,9,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,10,Södermanland,1,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,11,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2022,12,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,1,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,2,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,3,Södermanland,2,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,4,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,5,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,6,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,7,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,8,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,9,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,10,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,11,Södermanland,5,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2023,12,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,1,Södermanland,1,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,2,Södermanland,4,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,3,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,4,Södermanland,9,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,5,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,6,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,7,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,8,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,9,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,10,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,11,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2024,12,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,1,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,2,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,3,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,4,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,5,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,6,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,7,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,8,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,9,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,10,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,11,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2025,12,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2026,1,Södermanland,1,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2026,2,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2026,3,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2026,4,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2026,5,Södermanland,0,gas/gas flex,2026-06-30 07:14:11.597982+00:00
Sweden,2016,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,6,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2017,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2018,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2019,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2020,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,7,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2021,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,7,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,11,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2022,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2023,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,8,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,11,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2024,12,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,2,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,6,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,7,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,8,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,9,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,10,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,11,Södermanland,1,other,2026-06-30 07:14:11.597982+00:00
Sweden,2025,12,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2026,1,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2026,2,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2026,3,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2026,4,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2026,5,Södermanland,0,other,2026-06-30 07:14:11.597982+00:00
Sweden,2016,1,Östergötland,326,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,2,Östergötland,412,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,3,Östergötland,590,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,4,Östergötland,564,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,5,Östergötland,610,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,6,Östergötland,690,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,7,Östergötland,468,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,8,Östergötland,543,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,9,Östergötland,650,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,10,Östergötland,575,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,11,Östergötland,523,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,12,Östergötland,602,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,1,Östergötland,339,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,2,Östergötland,440,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,3,Östergötland,669,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,4,Östergötland,507,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,5,Östergötland,589,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,6,Östergötland,549,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,7,Östergötland,472,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,8,Östergötland,590,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,9,Östergötland,564,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,10,Östergötland,624,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,11,Östergötland,661,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2017,12,Östergötland,559,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,1,Östergötland,461,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,2,Östergötland,473,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,3,Östergötland,668,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,4,Östergötland,726,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,5,Östergötland,863,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,6,Östergötland,1439,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,7,Östergötland,260,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,8,Östergötland,520,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,9,Östergötland,408,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,10,Östergötland,510,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,11,Östergötland,542,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2018,12,Östergötland,472,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,1,Östergötland,316,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,2,Östergötland,424,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,3,Östergötland,567,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,4,Östergötland,569,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,5,Östergötland,568,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,6,Östergötland,610,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,7,Östergötland,445,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,8,Östergötland,583,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,9,Östergötland,519,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,10,Östergötland,565,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,11,Östergötland,567,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2019,12,Östergötland,1002,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,1,Östergötland,257,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,2,Östergötland,328,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,3,Östergötland,393,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,4,Östergötland,287,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,5,Östergötland,296,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,6,Östergötland,400,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,7,Östergötland,396,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,8,Östergötland,446,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,9,Östergötland,458,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,10,Östergötland,394,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,11,Östergötland,347,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2020,12,Östergötland,363,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,1,Östergötland,312,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,2,Östergötland,305,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,3,Östergötland,668,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,4,Östergötland,305,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,5,Östergötland,300,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,6,Östergötland,399,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,7,Östergötland,286,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,8,Östergötland,238,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,9,Östergötland,277,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,10,Östergötland,249,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,11,Östergötland,200,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2021,12,Östergötland,215,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,1,Östergötland,223,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,2,Östergötland,196,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,3,Östergötland,246,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,4,Östergötland,241,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,5,Östergötland,270,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,6,Östergötland,177,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,7,Östergötland,152,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,8,Östergötland,206,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,9,Östergötland,220,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,10,Östergötland,167,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,11,Östergötland,187,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2022,12,Östergötland,176,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,1,Östergötland,115,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,2,Östergötland,151,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,3,Östergötland,194,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,4,Östergötland,190,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,5,Östergötland,235,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,6,Östergötland,257,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,7,Östergötland,148,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,8,Östergötland,241,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,9,Östergötland,253,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,10,Östergötland,168,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,11,Östergötland,177,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2023,12,Östergötland,199,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,1,Östergötland,126,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,2,Östergötland,149,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,3,Östergötland,247,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,4,Östergötland,178,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,5,Östergötland,250,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,6,Östergötland,200,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,7,Östergötland,155,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,8,Östergötland,194,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,9,Östergötland,176,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,10,Östergötland,208,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,11,Östergötland,227,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2024,12,Östergötland,229,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,1,Östergötland,151,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,2,Östergötland,147,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,3,Östergötland,212,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,4,Östergötland,175,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,5,Östergötland,223,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,6,Östergötland,211,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,7,Östergötland,175,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,8,Östergötland,198,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,9,Östergötland,252,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,10,Östergötland,179,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,11,Östergötland,145,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2025,12,Östergötland,147,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2026,1,Östergötland,132,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2026,2,Östergötland,128,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2026,3,Östergötland,181,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2026,4,Östergötland,175,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2026,5,Östergötland,181,petrol,2026-06-30 07:14:11.597982+00:00
Sweden,2016,1,Östergötland,478,diesel,2026-06-30 07:14:11.597982+00:00
Sweden,2016,2,Östergötland,522,diesel,2026-06-30 07:14:11.597982+00:00
Sweden,2016,3,Östergötland,718,diesel,2026-06-30 07:14:11.597982+00:00
Sweden,2016,4,Östergötland,704,diesel,2026-06-30 07:14:11.597982+00:00
Sweden,2016,5,Östergötland,730,diesel,2026-06-30 07:14:11.597982+00:00
Sweden,2016,6,Östergötland,782,diesel,2026-06-30 07:14:11.597982+00:00
